,Date_first_seen,Duration,Proto,Src_IP_Addr,Src_Pt,Dst_IP_Addr,Dst_Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription,year,day,month
1018,2017-03-20 05:31:41.970,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54485.0,7,     639,1,.AP.SF,0,normal,---,---,---,2017,20,3
1019,2017-03-18 20:58:36.048,30.998,TCP  ,EXT_SERVER,80,15588_32,9422.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,18,3
1020,2017-03-19 17:14:17.858,17.536,TCP  ,16659_233,49690,EXT_SERVER,22.0,19,    2100,1,.AP.SF,0,suspicious,---,---,---,2017,19,3
1021,2017-03-17 23:51:41.473,18.169,TCP  ,14105_47,2454,EXT_SERVER,22.0,24,    2900,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1022,2017-03-18 09:54:32.139,20.166,TCP  ,EXT_SERVER,22,14105_47,1274.0,28,    3873,1,.APRSF,0,suspicious,---,---,---,2017,18,3
1023,2017-03-20 14:16:44.156,9.439,TCP  ,10008_98,60248,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1024,2017-03-16 13:40:17.248,6.021,TCP  ,EXT_SERVER,22,11168_19,54399.0,14,    2625,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1025,2017-03-19 23:37:40.584,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64739.0,7,     702,1,.AP.SF,0,normal,---,---,---,2017,19,3
1026,2017-03-15 18:45:13.444,0.062,TCP  ,OPENSTACK_NET,56952,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,15,3
1027,2017-03-20 08:49:03.812,0.0,TCP  ,EXT_SERVER,3306,13466_94,6000.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,20,3
1028,2017-03-17 21:24:14.045,0.0,TCP  ,14302_65,55813,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,17,3
1029,2017-03-18 02:08:30.573,9.321,TCP  ,10012_211,48263,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1030,2017-03-20 13:45:22.120,0.016,UDP  ,10014_199,123,EXT_SERVER,52201.0,1,      76,1,......,0,suspicious,---,---,---,2017,20,3
1031,2017-03-20 10:14:24.890,23.899,TCP  ,14076_119,6209,EXT_SERVER,22.0,24,    2883,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1032,2017-03-16 04:21:16.294,8.582,TCP  ,EXT_SERVER,22,10008_104,36203.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1033,2017-03-21 10:23:17.529,100.058,TCP  ,10163_29,54263,EXT_SERVER,80.0,6,     387,1,  0xdb,0,unknown,---,---,---,2017,21,3
1034,2017-03-21 01:52:40.247,0.072,TCP  ,OPENSTACK_NET,51503,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,21,3
1035,2017-03-16 15:41:29.082,129.104,TCP  ,10004_36,43959,EXT_SERVER,22.0,7,     395,1,.AP.S.,0,suspicious,---,---,---,2017,16,3
1036,2017-03-16 06:54:55.363,0.001,TCP  ,EXT_SERVER,23,12148_159,33271.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,16,3
1037,2017-03-17 20:41:25.869,0.0,TCP  ,EXT_SERVER,23,14257_166,48843.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,17,3
1038,2017-03-16 01:42:35.307,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62982.0,7,    1726,1,.AP.SF,0,normal,---,---,---,2017,16,3
1039,2017-03-20 14:14:41.248,0.943,TCP  ,17173_42,62126,EXT_SERVER,22.0,6,     340,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1040,2017-03-16 12:43:40.581,0.06,TCP  ,OPENSTACK_NET,54854,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,16,3
1041,2017-03-21 02:02:10.786,9.272,TCP  ,EXT_SERVER,22,10012_211,52939.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1042,2017-03-15 00:51:45.357,7.958,TCP  ,10006_27,43588,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2017,15,3
1043,2017-03-17 17:44:24.790,17.354,TCP  ,EXT_SERVER,22,13976_197,1781.0,20,    3077,1,.AP.S.,0,suspicious,---,---,---,2017,17,3
1044,2017-03-17 05:50:25.219,20.485,TCP  ,EXT_SERVER,22,13390_80,48791.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,17,3
1045,2017-03-18 01:12:23.272,23.438,TCP  ,EXT_SERVER,22,14105_47,45940.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,18,3
1046,2017-03-17 20:46:02.213,17.187,TCP  ,14105_47,59572,EXT_SERVER,22.0,24,    2900,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1047,2017-03-17 23:31:25.850,1.075,TCP  ,EXT_SERVER,23600,13555_133,50956.0,3,     120,1,.A.R..,0,suspicious,---,---,---,2017,17,3
1048,2017-03-19 06:25:40.573,0.049,TCP  ,OPENSTACK_NET,63259,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,2017,19,3
1049,2017-03-20 15:46:40.306,0.043,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62209.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,20,3
1050,2017-03-20 12:58:49.211,1.706,TCP  ,EXT_SERVER,22,10054_249,60044.0,10,    2445,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1051,2017-03-18 22:10:21.054,14.996,TCP  ,15588_32,9840,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,18,3
1052,2017-03-15 06:12:01.056,9.818,TCP  ,10008_98,46153,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2017,15,3
1053,2017-03-15 21:47:35.175,0.103,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58937.0,7,     702,1,.AP.SF,0,normal,---,---,---,2017,15,3
1054,2017-03-15 09:57:13.001,0.0,TCP  ,10675_234,25901,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,15,3
1055,2017-03-20 16:24:31.038,160.848,TCP  ,10004_36,38245,EXT_SERVER,22.0,4,     333,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1056,2017-03-21 05:46:40.554,0.059,TCP  ,OPENSTACK_NET,58227,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,21,3
1057,2017-03-16 22:28:40.574,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62102.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,16,3
1058,2017-03-20 11:34:40.310,0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53069.0,7,     702,1,.AP.SF,0,normal,---,---,---,2017,20,3
1059,2017-03-16 20:32:14.338,30.996,TCP  ,12875_68,60102,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1060,2017-03-20 17:06:06.138,0.001,TCP  ,EXT_SERVER,23,17837_26,41812.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,20,3
1061,2017-03-20 04:02:54.381,0.976,TCP  ,EXT_SERVER,22,17173_42,23938.0,5,    1285,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1062,2017-03-19 05:23:54.516,0.0,TCP  ,EXT_SERVER,5358,16054_102,9857.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,19,3
1063,2017-03-20 12:45:59.095,10.138,TCP  ,EXT_SERVER,22,10008_109,36656.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1064,2017-03-15 22:33:13.400,0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60893.0,7,     561,1,.AP.SF,0,normal,---,---,---,2017,15,3
1065,2017-03-16 19:59:07.171,30.999,TCP  ,12875_68,10986,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1066,2017-03-16 20:39:40.992,0.022,TCP  ,12724_11,56092,EXT_SERVER,3389.0,2,      92,1,...RS.,0,suspicious,---,---,---,2017,16,3
1067,2017-03-18 00:25:04.125,22.577,TCP  ,EXT_SERVER,22,14105_47,5382.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,18,3
1068,2017-03-21 15:42:10.932,21.133,TCP  ,EXT_SERVER,22,14105_56,43140.0,31,    5977,1,.APRSF,0,suspicious,---,---,---,2017,21,3
1069,2017-03-17 02:39:33.772,6.395,TCP  ,10004_36,31973,EXT_SERVER,22.0,7,     419,1,.APRSF,0,suspicious,---,---,---,2017,17,3
1070,2017-03-19 02:46:40.187,0.082,TCP  ,OPENSTACK_NET,54702,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,2017,19,3
1071,2017-03-18 21:51:57.718,30.996,TCP  ,EXT_SERVER,80,15588_32,16051.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,18,3
1072,2017-03-16 03:35:15.130,10.829,TCP  ,EXT_SERVER,22,10008_104,39178.0,20,    4085,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1073,2017-03-21 23:55:40.561,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51025.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,21,3
1074,2017-03-19 08:36:18.498,98.38,TCP  ,10004_36,32992,EXT_SERVER,22.0,6,     413,1,.AP.SF,0,suspicious,---,---,---,2017,19,3
1075,2017-03-19 22:50:19.389,4.035,TCP  ,16918_230,60514,EXT_SERVER,22.0,12,    1808,1,.AP.SF,0,suspicious,---,---,---,2017,19,3
1076,2017-03-17 18:48:30.584,0.0,TCP  ,EXT_SERVER,23,14151_67,8721.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,17,3
1077,2017-03-20 19:45:18.367,10.752,TCP  ,10006_27,49882,EXT_SERVER,22.0,13,    2053,1,.APRSF,0,suspicious,---,---,---,2017,20,3
1078,2017-03-20 14:01:05.278,29.314,TCP  ,14076_119,11893,EXT_SERVER,22.0,27,    3064,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1079,2017-03-15 04:16:27.991,0.062,TCP  ,OPENSTACK_NET,50038,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,15,3
1080,2017-03-20 06:55:42.431,0.057,TCP  ,OPENSTACK_NET,55925,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,2017,20,3
1081,2017-03-21 01:37:39.741,9.239,TCP  ,10054_249,47402,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1082,2017-03-16 21:24:57.777,30.997,TCP  ,EXT_SERVER,80,12875_68,30240.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,16,3
1083,2017-03-19 05:40:41.279,198.351,TCP  ,EXT_SERVER,22,10004_36,13005.0,10,     569,1,.AP.SF,0,suspicious,---,---,---,2017,19,3
1084,2017-03-18 01:26:29.689,30.997,TCP  ,EXT_SERVER,80,12947_37,49272.0,7,     420,1,.A..S.,0,unknown,---,---,---,2017,18,3
1085,2017-03-19 11:50:16.804,0.0,TCP  ,EXT_SERVER,17274,16134_1,80.0,1,      40,1,...R..,0,suspicious,---,---,---,2017,19,3
1086,2017-03-20 23:08:25.833,31.374,TCP  ,10012_195,59888,EXT_SERVER,22.0,4,     226,1,...RS.,0,suspicious,---,---,---,2017,20,3
1087,2017-03-18 00:32:23.422,0.001,TCP  ,EXT_SERVER,3460,12615_138,47957.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,18,3
1088,2017-03-15 00:41:25.928,9.602,TCP  ,10054_249,55458,EXT_SERVER,22.0,18,    2335,1,.AP.SF,0,suspicious,---,---,---,2017,15,3
1089,2017-03-15 09:12:35.339,0.086,TCP  ,OPENSTACK_NET,50606,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,2017,15,3
1090,2017-03-17 23:34:49.286,18.216,TCP  ,EXT_SERVER,22,14105_47,41612.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,17,3
1091,2017-03-18 05:01:40.177,0.084,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64908.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,18,3
1092,2017-03-17 11:07:42.255,0.046,TCP  ,OPENSTACK_NET,52076,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,2017,17,3
1093,2017-03-20 16:55:02.551,0.0,UDP  ,17826_192,22,EXT_SERVER,111.0,1,      74,1,......,0,suspicious,---,---,---,2017,20,3
1094,2017-03-21 07:00:28.452,21.36,TCP  ,EXT_SERVER,22,10767_152,22118.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,21,3
1095,2017-03-16 21:16:40.052,0.078,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49947.0,7,     561,1,.AP.SF,0,normal,---,---,---,2017,16,3
1096,2017-03-16 06:55:08.355,9.369,TCP  ,10054_208,39478,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1097,2017-03-20 20:07:40.551,0.067,TCP  ,OPENSTACK_NET,64674,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,2017,20,3
1098,2017-03-21 12:12:20.342,14.242,TCP  ,18672_14,4459,EXT_SERVER,22.0,16,    2917,1,.APRS.,0,suspicious,---,---,---,2017,21,3
1099,2017-03-20 06:41:35.067,121.923,TCP  ,10004_36,32006,EXT_SERVER,22.0,6,     328,1,.A..SF,0,suspicious,---,---,---,2017,20,3
1100,2017-03-20 21:34:14.493,12.525,TCP  ,10012_231,40854,EXT_SERVER,22.0,18,    2327,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1101,2017-03-16 13:32:29.412,30.999,TCP  ,12550_123,62136,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1102,2017-03-16 04:42:26.257,9.383,TCP  ,10008_109,58787,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1103,2017-03-19 05:06:40.205,0.09,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57124.0,7,    1723,1,.AP.SF,0,normal,---,---,---,2017,19,3
1104,2017-03-17 21:41:45.189,10.877,TCP  ,10004_36,53578,EXT_SERVER,22.0,10,    1525,1,.APRSF,0,suspicious,---,---,---,2017,17,3
1105,2017-03-21 18:19:17.710,17.496,TCP  ,14105_56,36122,EXT_SERVER,22.0,24,    2900,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1106,2017-03-18 03:21:32.379,9.239,TCP  ,10054_208,57245,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1107,2017-03-15 22:09:13.401,0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60480.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,15,3
1108,2017-03-21 15:09:06.373,21.008,TCP  ,14105_56,48816,EXT_SERVER,22.0,25,    3031,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1109,2017-03-16 07:50:36.464,8.671,TCP  ,EXT_SERVER,22,10054_249,32996.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1110,2017-03-20 20:46:10.152,4.563,TCP  ,18020_214,4352,EXT_SERVER,22.0,18,    3044,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1111,2017-03-20 14:52:00.830,89.026,TCP  ,10004_36,53723,EXT_SERVER,22.0,6,     398,1,.APRSF,0,suspicious,---,---,---,2017,20,3
1112,2017-03-17 14:16:40.576,0.044,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62782.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,17,3
1113,2017-03-21 17:07:05.959,13.996,TCP  ,18851_139,30698,EXT_SERVER,22.0,16,    2283,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1114,2017-03-19 03:36:47.725,0.808,TCP  ,EXT_SERVER,1433,15962_172,55879.0,2,      80,1,.A.R..,0,suspicious,---,---,---,2017,19,3
1115,2017-03-18 08:37:37.743,20.344,TCP  ,EXT_SERVER,22,14105_47,5970.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,18,3
1116,2017-03-18 21:37:42.334,0.053,TCP  ,OPENSTACK_NET,54182,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,2017,18,3
1117,2017-03-21 18:22:04.202,31.311,TCP  ,10767_152,16815,EXT_SERVER,22.0,5,     286,1,...RS.,0,suspicious,---,---,---,2017,21,3
1118,2017-03-15 13:33:13.405,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58782.0,7,     556,1,.AP.SF,0,normal,---,---,---,2017,15,3
1119,2017-03-20 22:43:42.191,0.049,TCP  ,OPENSTACK_NET,50998,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,2017,20,3
1120,2017-03-20 18:02:47.102,7.465,TCP  ,10004_36,30934,EXT_SERVER,22.0,3,     166,1,...RS.,0,suspicious,---,---,---,2017,20,3
1121,2017-03-17 22:22:55.861,6.886,TCP  ,10004_36,16867,EXT_SERVER,22.0,7,     653,1,.APRSF,0,suspicious,---,---,---,2017,17,3
1122,2017-03-16 23:54:33.280,90.523,TCP  ,10004_36,61959,EXT_SERVER,22.0,6,     347,1,.APRSF,0,suspicious,---,---,---,2017,16,3
1123,2017-03-15 18:57:35.171,0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56031.0,7,     561,1,.AP.SF,0,normal,---,---,---,2017,15,3
1124,2017-03-16 21:10:10.603,30.999,TCP  ,12875_68,9409,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1125,2017-03-15 08:38:31.496,0.0,TCP  ,EXT_SERVER,23,10591_109,32163.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,15,3
1126,2017-03-16 04:12:20.683,9.47,TCP  ,EXT_SERVER,22,10008_109,57010.0,20,    3237,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1127,2017-03-21 02:00:09.643,8.762,TCP  ,10012_211,50950,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1128,2017-03-17 11:03:57.275,0.0,TCP  ,13698_103,10115,EXT_SERVER,5358.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,17,3
1129,2017-03-19 07:28:40.190,122.43,TCP  ,10004_36,48409,EXT_SERVER,22.0,3,     179,1,.APRS.,0,suspicious,---,---,---,2017,19,3
1130,2017-03-16 09:15:35.197,0.078,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51337.0,7,     670,1,.AP.SF,0,normal,---,---,---,2017,16,3
1131,2017-03-18 23:33:53.333,121.487,TCP  ,10004_36,29398,EXT_SERVER,22.0,6,     343,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1132,2017-03-18 02:05:39.469,25.377,TCP  ,14105_47,44130,EXT_SERVER,22.0,26,    3004,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1133,2017-03-21 08:21:40.215,0.387,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,58172.0,8,     601,1,.AP.SF,0,normal,---,---,---,2017,21,3
1134,2017-03-16 23:02:27.336,120.915,TCP  ,EXT_SERVER,22,10004_36,14322.0,10,    6425,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1135,2017-03-18 01:50:31.646,23.135,TCP  ,EXT_SERVER,22,14105_47,29194.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,18,3
1136,2017-03-17 20:44:49.590,18.672,TCP  ,14105_47,29388,EXT_SERVER,22.0,24,    2900,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1137,2017-03-15 20:53:44.061,120.482,TCP  ,EXT_SERVER,22,10004_36,43325.0,13,    8617,1,.AP.SF,0,suspicious,---,---,---,2017,15,3
1138,2017-03-16 02:04:32.321,5.499,TCP  ,10004_36,40403,EXT_SERVER,22.0,5,     292,1,.APRS.,0,suspicious,---,---,---,2017,16,3
1139,2017-03-21 12:38:25.958,21.442,TCP  ,10767_152,64703,EXT_SERVER,22.0,24,    2915,1,.AP.SF,0,suspicious,---,---,---,2017,21,3
1140,2017-03-20 20:46:40.611,0.05,TCP  ,OPENSTACK_NET,65351,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,2017,20,3
1141,2017-03-20 14:20:21.674,9.581,TCP  ,10008_109,40146,EXT_SERVER,22.0,17,    2261,1,.APRSF,0,suspicious,---,---,---,2017,20,3
1142,2017-03-18 20:55:40.583,30.999,TCP  ,EXT_SERVER,80,15588_32,37750.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,18,3
1143,2017-03-19 00:36:33.628,16.605,TCP  ,10006_27,62320,EXT_SERVER,22.0,8,     505,1,.APRSF,0,suspicious,---,---,---,2017,19,3
1144,2017-03-20 13:29:26.880,10.35,TCP  ,10054_208,41688,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1145,2017-03-20 07:46:15.259,5.87,TCP  ,EXT_SERVER,22,10004_36,19110.0,8,    2429,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1146,2017-03-17 08:46:40.079,0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,61832.0,7,     561,1,.AP.SF,0,normal,---,---,---,2017,17,3
1147,2017-03-20 10:50:41.655,0.0,TCP  ,EXT_SERVER,5358,17536_167,45533.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,20,3
1148,2017-03-18 17:18:08.783,0.0,TCP  ,15400_176,115,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,18,3
1149,2017-03-19 17:14:18.460,0.0,TCP  ,EXT_SERVER,2323,16655_56,35601.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,19,3
1150,2017-03-21 16:03:21.384,7.647,TCP  ,10006_27,58366,EXT_SERVER,22.0,15,    2157,1,.APRSF,0,suspicious,---,---,---,2017,21,3
1151,2017-03-16 21:09:38.650,30.996,TCP  ,EXT_SERVER,80,12875_68,59567.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,16,3
1152,2017-03-20 11:16:42.847,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50658.0,7,     561,1,.AP.SF,0,normal,---,---,---,2017,20,3
1153,2017-03-17 03:23:22.672,8.533,TCP  ,EXT_SERVER,22,10008_109,35629.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1154,2017-03-18 22:31:21.348,30.999,TCP  ,15588_32,11836,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,18,3
1155,2017-03-15 10:52:35.299,0.072,TCP  ,OPENSTACK_NET,60380,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,2017,15,3
1156,2017-03-18 15:46:54.149,0.0,TCP  ,15307_185,55704,EXT_SERVER,2323.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,18,3
1157,2017-03-20 03:29:25.086,0.0,TCP  ,EXT_SERVER,23,12497_180,64683.0,1,      40,1,.A.R..,0,suspicious,---,---,---,2017,20,3
1158,2017-03-19 16:16:51.547,9.348,TCP  ,10006_27,21433,EXT_SERVER,22.0,4,     226,1,...RS.,0,suspicious,---,---,---,2017,19,3
1159,2017-03-15 07:44:34.285,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53578.0,7,    1727,1,.AP.SF,0,normal,---,---,---,2017,15,3
1160,2017-03-20 13:45:13.133,0.0,TCP  ,17672_250,55829,EXT_SERVER,7547.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,20,3
1161,2017-03-18 04:10:23.885,8.444,TCP  ,10008_104,56978,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1162,2017-03-20 12:56:40.284,0.078,TCP  ,OPENSTACK_NET,54714,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,2017,20,3
1163,2017-03-17 05:53:51.285,18.687,TCP  ,13390_80,35319,EXT_SERVER,22.0,24,    2900,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1164,2017-03-16 20:31:51.459,30.999,TCP  ,12895_147,48583,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1165,2017-03-20 12:14:50.646,22.301,TCP  ,EXT_SERVER,22,14076_119,51646.0,28,    3985,1,.APRSF,0,suspicious,---,---,---,2017,20,3
1166,2017-03-20 14:32:28.032,9.753,TCP  ,10054_224,51701,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1167,2017-03-18 23:45:02.659,1.663,ICMP ,EXT_SERVER,0,11722_232,0.0,4,     336,1,......,0,suspicious,---,---,---,2017,18,3
1168,2017-03-21 15:59:28.374,20.387,TCP  ,EXT_SERVER,22,10767_152,38376.0,26,    3745,1,.APRSF,0,suspicious,---,---,---,2017,21,3
1169,2017-03-18 12:11:05.748,0.0,TCP  ,15104_141,52147,EXT_SERVER,445.0,1,      48,1,....S.,0,suspicious,---,---,---,2017,18,3
1170,2017-03-17 01:47:38.920,9.839,TCP  ,EXT_SERVER,22,10012_231,33828.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,2017,17,3
1171,2017-03-16 06:15:23.720,8.446,TCP  ,10012_231,43636,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2017,16,3
1172,2017-03-18 05:21:01.268,9.266,TCP  ,10012_195,39673,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2017,18,3
1173,2017-03-20 06:37:57.602,20.505,TCP  ,10004_36,21665,EXT_SERVER,22.0,5,     292,1,.APRS.,0,suspicious,---,---,---,2017,20,3
1174,2017-03-16 12:21:48.125,30.998,TCP  ,EXT_SERVER,80,12453_121,16387.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,16,3
1175,2017-03-18 20:46:31.945,30.997,TCP  ,15588_32,63534,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,18,3
1176,2017-03-16 19:59:13.093,30.998,TCP  ,12875_68,8405,EXT_SERVER,80.0,1,      46,1,....S.,0,unknown,---,---,---,2017,16,3
1177,2017-03-17 05:34:40.067,0.051,TCP  ,OPENSTACK_NET,58529,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,2017,17,3
1178,2017-03-17 16:19:25.261,1.018,TCP  ,14008_164,4355,EXT_SERVER,445.0,3,     144,1,....S.,0,suspicious,---,---,---,2017,17,3
1179,2017-03-17 21:10:40.584,0.038,TCP  ,OPENSTACK_NET,61666,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,2017,17,3
1180,2017-03-18 21:55:02.380,30.998,TCP  ,EXT_SERVER,80,15588_32,39091.0,6,     264,1,.A..S.,0,unknown,---,---,---,2017,18,3
1181,2017-03-20 05:14:27.441,0.936,TCP  ,EXT_SERVER,22,17173_42,28363.0,5,    1285,1,.AP.SF,0,suspicious,---,---,---,2017,20,3
1182,2017-03-17 12:52:47.163,0.0,TCP  ,11500_179,57751,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,2017,17,3
1183,2017-03-16 18:38:08.702,0.0,GRE  ,11453_89,0,EXT_SERVER,0.0,1,      52,1,......,0,suspicious,---,---,---,2017,16,3
